,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,
C.A.P.III-ENRRIQUEZ ENCINAS FRANCO_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,
C.A.P.III-GAMARRA_per_2018-01,10137,,6979,473,6979,49,2250,2226,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,3,5,497,3230,5216,1706,0,904,908,2,4,24424,22528,10183,10183,547,547,547,547,217,458,37,3342,800,,0,0,,0,4,9,,10,,674,,
C.A.P.III-GAMARRA_per_2018-02,9849,,3725,376,3725,49,2215,2197,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,8,6,423,2652,4647,987,4,841,847,2,4,21821,20202,10839,10839,578,578,578,578,222,474,31,3129,640,,0,0,,0,4,12,,25,,458,,
C.A.P.III-GAMARRA_per_2018-03,9197,,2527,325,2527,51,2034,2026,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,14,4,412,1994,3677,648,4,869,871,2,4,22196,20585,10574,10574,458,458,458,458,295,688,35,2814,264,,0,0,,0,4,18,,14,,171,,
C.A.P.III-GAMARRA_per_2018-04,8793,,1809,327,1809,51,1899,1887,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,511,,8,3,500,2386,5018,847,4,865,869,2,4,22135,20190,9053,9053,576,576,576,576,132,311,24,3015,182,,0,0,,0,4,11,,23,,468,,
C.A.P.III-GAMARRA_per_2018-05,9171,,1510,295,1510,51,1870,1859,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,5,0,598,2574,5424,782,4,910,912,2,4,21378,20866,11464,11464,557,557,557,557,181,436,22,2995,263,,0,0,,0,4,11,,8,,406,,
C.A.P.III-GAMARRA_per_2018-06,8905,,1358,298,1358,51,1874,1867,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,519,,3,6,510,2191,4663,535,4,863,865,1,2,23896,21857,8546,8546,516,516,516,516,191,423,25,2943,486,,30,3,,18,4,4,,30,,367,,
C.A.P.III-GAMARRA_per_2018-07,8862,,1257,313,1257,51,1890,1878,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,6,5,495,2406,4968,729,4,806,810,2,4,22521,20601,9613,9613,581,581,581,581,186,475,30,3222,217,,0,15,,0,4,5,,20,,450,,
C.A.P.III-GAMARRA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-GAMARRA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-GAMARRA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-GAMARRA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-GAMARRA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-01,11190,843,9717,274,9717,27,2216,2178,12,24,,,,,,,,,,,,,,,,,,,,3,3,,,,3,3,5539,22,214,5256,47,1456,5338,1252,5,477,485,2,5,43199,22670,15847,13366,1547,1214,1857,1523,178,237,103,913,390,30,10,4,0,8,23,10,,4,0,341,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-02,7033,799,3737,238,3737,26,1462,1374,12,16,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,5059,19,160,4839,41,1244,4729,962,5,420,468,2,4,38184,15400,12450,8873,1259,784,1397,1095,52,475,93,1028,329,51,21,3,1,7,21,13,,4,0,377,4,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-03,8635,789,3364,282,3364,27,1676,1672,12,17,,,,,,,,,,,,,,,,,,,,2,2,,,,2,2,6146,16,175,5870,85,1184,4397,823,5,402,432,2,4,41780,18619,14788,10562,1359,1020,1123,943,79,410,95,681,308,59,25,3,0,8,26,12,,4,1,319,3,1
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-04,9024,791,2904,354,2904,26,1791,1755,13,18,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,6407,24,194,1361,4828,1420,5137,946,5,480,494,2,5,45978,19340,13190,9477,1690,1197,1364,1030,8,360,84,1032,393,68,47,4,1,8,21,24,,8,1,268,2,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-05,10821,882,3309,469,3309,26,2128,2124,13,23,,,,,,,,,,,,,,,,,,,,2,2,,,,2,2,7400,27,201,1252,5920,1196,4428,778,5,440,464,2,4,49545,22637,16115,12525,1453,1091,15996,14442,94,461,85,944,413,80,38,4,0,6,27,5,,6,1,383,3,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-06,12012,774,3344,612,3344,27,2371,2367,13,26,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,5725,21,121,1058,4525,1295,4526,814,5,475,475,2,5,50770,26072,17061,12959,1595,1149,70,47,31,402,100,822,399,50,13,5,1,9,27,14,,14,0,257,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-07,11231,651,2466,501,2466,25,2199,2144,13,23,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,4688,24,138,973,3553,1346,4878,816,5,493,495,2,5,44581,23538,14650,11926,1662,1101,54,47,91,312,104,988,374,54,25,4,0,8,27,13,,26,0,337,4,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-08,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-09,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-HNA MARIA DONROSE SUTMOLLER_per_2018-12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
C.A.P.III-HUARAL_per_2018-01,6169,,4842,136,4842,12,1275,1212,6,12,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,2569,2,67,2472,28,1047,2114,972,2,344,344,2,3,20676,13130,9331,6808,1151,671,0,0,69,194,32,788,52,,,,,,5,,0,2,,126,,
C.A.P.III-HUARAL_per_2018-02,5962,,2693,93,2693,12,1223,1194,6,12,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,2283,3,21,2214,45,937,1862,714,2,310,310,2,3,18967,11892,9221,6886,1134,631,36,18,67,236,32,910,116,,,,,,6,,1,3,,131,,
C.A.P.III-HUARAL_per_2018-03,5734,,1915,141,1915,11,1195,1153,6,11,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,2429,1,46,2339,43,965,1946,627,2,319,339,2,3,16198,10225,10830,8357,990,590,48,25,67,230,32,1407,360,,,,,,6,,1,3,,84,,
C.A.P.III-HUARAL_per_2018-04,5928,,1453,129,1453,12,1205,1181,6,12,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,2295,2,50,1734,509,922,1845,530,2,301,301,2,3,21424,13514,10940,7792,1067,640,80,35,67,236,18,1384,306,,,,,,6,,2,0,,116,,
C.A.P.III-HUARAL_per_2018-05,6241,,1306,154,1306,12,1257,1197,6,12,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,2664,6,38,1978,642,1047,2027,531,2,352,369,2,3,21380,13676,9459,6828,1163,684,0,0,68,184,21,1306,348,,,,,,6,,0,0,,116,,
C.A.P.III-HUARAL_per_2018-06,6882,,1398,211,1398,13,1421,1350,7,13,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,2543,3,41,1275,1224,1000,2029,552,2,329,364,2,3,23650,15260,10220,7032,1146,663,0,0,76,194,21,669,467,,,,,,6,,1,2,,168,,
C.A.P.III-HUARAL_per_2018-07,7026,,1165,183,1165,13,1482,1396,6,13,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,2572,5,62,1042,1463,1097,2219,594,2,361,366,2,3,21294,14325,10332,8086,1099,732,0,0,56,188,21,858,508,,,,,,5,,1,0,,134,,
C.A.P.III-HUARAL_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,,
C.A.P.III-HUARAL_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,,
C.A.P.III-HUARAL_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,,
C.A.P.III-HUARAL_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,,
C.A.P.III-HUARAL_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,,
C.A.P.III-HUAYCAN_per_2018-01,5366,,3963,173,3963,18,1143,1045,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,943,0,0,943,0,1123,2403,1042,4,374,374,1,4,14916,11321,12127,9852,624,501,680,541,39,206,53,773,351,198,26,8,5,12,2,0,,0,0,254,1,
C.A.P.III-HUAYCAN_per_2018-02,4538,,2080,133,2080,14,939,885,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,743,0,0,743,0,1022,2307,822,4,344,371,1,4,13363,10134,10808,8297,655,551,796,689,5,91,57,856,365,234,31,10,5,11,3,2,,1,0,238,0,
C.A.P.III-HUAYCAN_per_2018-03,5564,,1898,228,1898,16,1125,1112,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,671,0,1,632,38,1189,2476,795,4,401,401,1,4,15009,12054,11619,9011,759,633,912,771,54,197,54,930,352,200,16,7,5,6,2,2,,0,2,254,1,
C.A.P.III-HUAYCAN_per_2018-04,5971,,1553,245,1553,16,1196,1196,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,687,0,0,685,2,1414,2972,886,4,472,481,1,5,17394,14252,12009,9801,733,574,794,626,38,146,53,990,322,260,22,7,5,7,4,6,,0,0,295,1,
C.A.P.III-HUAYCAN_per_2018-05,6452,,1294,167,1294,17,1281,1273,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,0,0,1319,1,1390,3059,792,4,444,452,1,4,19910,15225,11548,9286,749,580,934,749,0,194,50,993,277,186,20,8,5,7,4,3,,0,5,261,1,
C.A.P.III-HUAYCAN_per_2018-06,5359,,995,128,995,14,1067,1057,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,1,1,755,379,1306,2763,695,4,415,429,1,4,17507,13170,11482,8941,704,523,852,656,65,236,38,817,364,213,19,6,3,12,4,0,,0,0,322,2,
C.A.P.III-HUAYCAN_per_2018-07,5783,,917,185,917,15,1182,1154,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,623,0,0,618,5,1242,2602,637,4,400,400,1,4,16431,13610,11137,7988,655,500,787,626,20,48,35,849,226,201,32,4,5,7,2,4,,0,4,236,1,
C.A.P.III-HUAYCAN_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
C.A.P.III-HUAYCAN_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
C.A.P.III-HUAYCAN_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
C.A.P.III-HUAYCAN_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
C.A.P.III-HUAYCAN_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
C.A.P.III-INDEPENDENCIA_per_2018-01,6663,0,5194,400,5194,17,1234,1214,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,876,,0,876,0,1210,2606,939,3,390,390,2,4,14554,11757,10174,9729,1465,1223,1820,1506,127,425,61,2329,347,121,34,2,,,8,8,,0,0,395,,
C.A.P.III-INDEPENDENCIA_per_2018-02,7614,0,4333,436,4333,22,1596,1536,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,2,793,2,908,1970,589,3,293,300,2,4,15910,13605,10820,10402,1328,1162,1850,1627,150,199,67,2357,361,120,31,4,,,8,8,,0,0,392,,
C.A.P.III-INDEPENDENCIA_per_2018-03,7549,188,3190,488,3190,21,1569,1544,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,691,,2,689,0,1140,2385,669,3,373,373,2,4,16124,13851,14850,13108,801,640,1127,907,123,436,70,2384,520,121,25,8,,,8,6,,0,0,367,,
C.A.P.III-INDEPENDENCIA_per_2018-04,8401,434,2826,498,2826,23,1628,1614,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,781,,2,778,1,1179,2530,596,3,386,386,2,4,17781,15272,14353,13485,1502,1267,1977,1654,117,541,54,2624,522,120,21,6,,,8,8,,0,0,281,,
C.A.P.III-INDEPENDENCIA_per_2018-05,9008,450,2683,567,2683,21,1763,1750,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,885,,1,880,4,911,1888,441,3,303,309,2,4,20487,17642,20536,19923,1542,1333,2116,1831,150,416,60,2767,631,91,18,9,,,8,16,,2,4,327,,
C.A.P.III-INDEPENDENCIA_per_2018-06,8806,407,2206,532,2206,19,1770,1757,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,844,,2,842,0,945,2032,538,3,309,309,2,4,20874,17975,17520,16149,982,907,1437,1320,151,420,53,2868,495,123,17,7,,,8,16,,0,7,290,,
C.A.P.III-INDEPENDENCIA_per_2018-07,8407,196,1899,504,1899,17,1635,1613,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,2,647,0,1023,2300,483,3,336,340,2,4,17567,15465,14307,13478,1602,1296,2055,1665,147,457,63,2391,494,109,12,7,,,8,12,,0,0,287,,
C.A.P.III-INDEPENDENCIA_per_2018-08,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,
C.A.P.III-INDEPENDENCIA_per_2018-09,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,
C.A.P.III-INDEPENDENCIA_per_2018-10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,
C.A.P.III-INDEPENDENCIA_per_2018-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,
C.A.P.III-INDEPENDENCIA_per_2018-12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,
C.A.P.III-IPRESS BARRANCO_per_2018-01,6290,193,5122,281,5122,31,1728,1349,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528,4090,815,3,509,612,1,2,4642,4441,5380,5380,370,370,,,113,289,24,827,1159,60,16,4,,4,4,108,,10,0,409,,
C.A.P.III-IPRESS BARRANCO_per_2018-02,6125,180,2698,256,2698,30,1687,1313,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,3928,549,5,491,562,1,2,4340,4145,5702,5702,324,324,,,52,147,14,847,1087,78,19,4,,4,4,102,,11,0,410,,
C.A.P.III-IPRESS BARRANCO_per_2018-03,6013,268,1861,239,1861,31,1620,1280,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,3560,431,5,482,597,1,2,4402,4208,5336,5336,213,213,,,235,149,25,869,888,83,23,6,,4,4,84,,10,0,427,,
C.A.P.III-IPRESS BARRANCO_per_2018-04,6259,314,1543,223,1543,32,1673,1402,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,3487,407,5,473,595,1,2,4435,4275,7588,7588,326,326,,,100,442,20,736,1016,79,23,4,,3,4,76,,11,79,407,,
C.A.P.III-IPRESS BARRANCO_per_2018-05,6559,307,1244,235,1244,35,1800,1504,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,2618,328,5,463,618,1,2,4478,4313,7278,7278,309,309,,,138,329,14,777,999,80,27,4,,4,4,84,,11,22,387,,
C.A.P.III-IPRESS BARRANCO_per_2018-06,6517,257,1070,236,1070,33,1873,1491,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293,2474,241,5,431,587,1,2,4577,4389,6246,6246,284,284,,,350,320,22,747,951,61,23,5,,5,4,89,,11,19,398,,
C.A.P.III-IPRESS BARRANCO_per_2018-07,6602,256,949,251,949,33,1768,1411,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337,2476,251,5,446,595,1,2,4837,4636,6453,6453,322,322,,,75,315,25,732,896,69,24,5,,5,4,94,,10,21,410,,
C.A.P.III-IPRESS BARRANCO_per_2018-08,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,
C.A.P.III-IPRESS BARRANCO_per_2018-09,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,
C.A.P.III-IPRESS BARRANCO_per_2018-10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,
C.A.P.III-IPRESS BARRANCO_per_2018-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,
C.A.P.III-IPRESS BARRANCO_per_2018-12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-01,11771,,7834,370,7834,50,2686,2660,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,1,173,272,1866,4604,1115,7,767,772,2,4,20692,19366,10895,10895,350,350,350,350,192,177,14,2274,788,,0,4,,4,4,3,,5,,293,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-02,10275,,2951,399,2951,45,2422,2400,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,3,246,16,1721,3374,759,6,702,708,2,4,17024,16131,9776,9776,297,297,297,297,216,311,22,2136,1039,,12,4,,7,4,0,,0,,274,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-03,10532,,1926,309,1926,45,2634,2634,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,3,224,95,1630,3761,636,6,730,732,2,4,18383,17238,11823,11823,342,342,342,342,198,300,21,1847,1051,,10,5,,3,4,0,,0,,158,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-04,11351,,1961,369,1961,45,2783,2768,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,3,246,16,1605,3692,555,6,750,754,2,4,19429,18228,13793,13793,343,343,343,343,542,517,32,1777,1291,,15,6,,7,4,9,,1,,239,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-05,11084,,1416,298,1416,57,2671,2671,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,2,243,107,1651,3840,560,6,760,762,2,4,20377,19062,12152,12152,316,287,316,287,343,391,19,2077,1185,,16,9,,6,4,4,,0,,328,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-06,10434,,1332,241,1332,45,2563,2563,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,456,,2,290,164,1756,4146,600,6,748,752,2,4,19859,18242,12268,12268,300,300,300,300,347,529,18,1966,1132,,13,5,,5,4,7,,6,,269,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-07,12137,,1708,477,1708,57,2885,2864,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,1,148,254,1790,4252,593,6,746,749,2,4,18997,17658,12698,12698,282,282,282,282,182,677,15,1964,1707,,14,0,,4,4,4,,0,,283,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-08,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-09,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-10,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-11,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
C.A.P.III-IPRESS JESUS MARÍA_per_2018-12,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,,
