,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIËN,N░ SALAS DE PARTOS,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,CRED NIÐOS,MENORES 1 AÐO TERCERA DOSIS PENTAVALENTE,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-08,2161,4471,853,0,44,30,3743,3859,135,2161,15011,228,6,26,7068,1354,6805,6110,17,0,151,350,340,39,0,1016,915,524,36,5,158,299,303,158,136,538,272,1,208,3715,5680,858,749,322,446,3,3,293,324,5,797,2208,52119,89782,3322,964,4031,1576,125469,27402,0,567,0,0,231,9,0,517,3719,642,0,1854,8,0,14,0,0,0,33,0,0,0,239,16,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-09,2092,4567,830,0,49,30,4161,4265,141,2092,16578,228,5,23,6840,1231,6442,5554,14,0,159,300,349,27,2,1020,920,512,40,5,133,258,259,133,125,532,250,1,181,3441,5776,1054,689,308,201,3,3,286,288,4,801,2021,63390,101531,3354,1126,3656,1296,126194,30220,0,605,0,0,230,6,4,511,3372,607,0,2160,16,0,16,0,0,0,59,0,0,0,239,16,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-10,1726,3865,710,0,46,30,3645,3768,134,1726,14767,227,4,22,7041,1228,6317,5945,14,0,153,327,403,35,4,988,850,524,22,5,143,241,249,143,101,488,202,1,181,3839,5288,1369,697,327,159,2,2,263,272,5,757,1909,44266,79197,3263,927,3674,1476,125897,27645,0,485,0,0,236,6,4,519,3610,610,0,2120,8,8,19,0,0,0,40,0,0,0,239,16,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-11,1886,4084,738,0,42,30,3677,3795,130,1886,14747,224,6,23,6720,1230,6300,5799,11,0,181,333,351,26,3,960,840,504,29,5,147,262,265,147,114,445,228,1,151,3015,6247,918,474,254,97,2,2,202,216,4,584,1515,42404,77378,3202,919,3782,1587,121543,26127,0,560,0,0,238,7,4,548,3248,609,0,1680,9,7,21,0,0,0,46,0,0,0,239,16,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-12,1631,3515,645,0,41,30,3230,3381,134,1631,13059,224,7,21,6944,1254,6500,5670,22,0,133,324,356,28,2,852,770,462,24,5,136,254,257,136,116,418,232,1,169,3320,6117,1003,560,306,134,2,2,237,248,5,617,1647,41442,73316,3219,711,4147,1798,120231,24365,0,471,0,0,203,5,0,483,3528,564,0,1936,15,8,26,0,0,0,41,0,0,0,239,16,0,0,0
H.IV VICTOR LAZARTE ECHEGARAY _per_2016-TOTAL,42433,73932,8635,0,47,31,45124,46941,137,42435,181488,228,64,311,83373,15396,76835,70522,194,0,1893,3941,4386,362,36,11744,10411,5984,288,5,1754,3172,3214,1754,1399,6163,2793,1,2246,41364,71452,11113,7982,3774,2216,3,3,3236,3400,5,8615,22947,637954,1090347,40878,12485,49702,19774,1488807,331797,0,6834,0,0,2779,82,48,6156,37823,7689,317,22687,131,34,269,0,0,0,577,0,0,0,2868,192,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-01,8696,10740,229,0,30,31,2922,3081,132,8733,12039,260,8,31,8060,1368,7634,7327,14,0,69,471,257,46,3,905,692,439,3,7,133,300,300,133,164,429,242,2,62,638,6775,888,785,217,432,2,3,180,184,3,633,1523,26986,89916,6203,3620,6555,3217,100375,26379,0,0,0,0,0,0,3,286,1369,47,306,734,7,0,30,0,0,0,0,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-02,5221,8115,421,0,31,31,2928,3037,131,5234,11871,260,5,23,7540,1330,7776,7016,12,0,55,454,266,39,1,830,697,472,2,7,122,275,277,125,144,374,211,2,44,446,6906,934,693,151,218,2,3,144,156,3,505,1054,26314,86870,5909,3447,7267,4189,97777,24879,0,0,0,0,0,0,9,341,1117,42,537,776,0,0,30,0,12,0,2,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-03,3468,6285,460,0,28,31,2697,2783,130,3480,10921,260,6,22,8060,1440,7983,7412,16,0,94,481,271,42,3,970,1087,477,12,7,134,306,306,134,167,406,259,2,76,473,6849,1801,746,144,248,2,3,232,232,3,751,1712,25963,87913,5837,3188,7070,3888,102648,24867,0,0,0,0,0,0,4,140,1171,46,747,747,15,0,0,0,12,0,0,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-04,3944,7079,515,0,34,31,3406,3456,138,3952,13347,260,14,36,7800,1448,8293,7267,15,0,94,487,272,41,4,983,819,518,11,7,123,309,311,124,182,390,272,2,81,803,8151,885,713,214,265,2,3,236,240,3,746,1777,29435,93827,6188,3456,7558,4090,106758,28921,0,0,0,0,0,0,3,293,1446,53,172,932,7,0,0,0,16,0,6,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-05,3237,6129,551,0,35,31,3256,3490,136,3252,12942,260,12,36,8060,1402,8409,7607,6,0,89,452,248,41,3,1044,814,506,22,7,114,247,248,114,132,362,211,2,92,557,9998,1022,747,167,207,2,3,228,252,3,769,1538,25910,87758,6275,3275,7584,3868,107446,26707,0,0,0,0,0,0,6,276,1279,38,564,729,7,0,0,0,6,0,2,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-06,2685,5417,418,0,33,31,3089,3284,140,2695,12315,277,11,26,8310,1303,7589,7687,13,0,91,424,215,34,3,940,839,459,3,7,110,251,251,110,140,346,206,2,79,614,8400,1168,768,190,199,2,3,175,186,3,626,1395,23757,79449,6102,3226,7517,3946,106506,25050,0,0,0,0,0,0,7,211,1197,48,25,708,18,0,30,0,12,0,1,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-07,2181,4711,385,0,31,31,2816,2963,124,2187,11512,277,4,29,8587,1301,8249,7767,9,0,99,437,210,31,2,930,688,449,2,7,98,228,230,99,129,322,200,2,68,614,7126,1234,697,202,208,2,3,185,219,3,649,1440,24401,81730,6140,3344,7319,3928,101049,25233,0,0,0,0,0,0,4,253,1179,52,0,864,9,0,0,0,9,0,1,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-08,2338,5006,400,0,29,31,2818,3007,130,2345,11877,277,4,37,8587,1324,8935,7794,8,0,73,497,204,30,2,1040,683,401,9,7,111,224,227,113,112,354,194,2,59,596,8032,1334,905,206,143,2,3,135,145,3,529,1052,28535,85944,6018,3272,6737,3256,105396,25991,0,0,0,0,0,0,4,282,547,32,0,907,9,0,0,0,12,0,2,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-09,2228,5099,456,0,32,31,3156,3304,133,2235,12891,277,4,34,8310,1337,8959,7523,8,0,109,451,289,33,3,1042,889,510,4,7,108,208,208,109,97,372,166,2,75,799,7593,1185,747,281,212,2,3,231,231,3,790,1933,33328,91651,6218,3551,6599,3241,107003,27395,0,0,0,0,0,0,5,295,1315,32,0,784,16,0,0,0,12,0,3,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-10,2018,4696,478,0,32,31,2941,3121,127,2022,11959,277,6,26,8587,1310,8162,7413,9,0,85,438,282,31,1,954,694,471,7,7,107,224,226,107,118,345,197,2,70,657,8047,804,734,204,229,2,3,228,235,3,754,1857,32180,91799,6177,3422,7872,4347,101739,26239,0,0,0,0,0,0,5,196,1360,35,102,712,4,0,0,0,13,0,2,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-11,2440,5399,569,0,35,31,3287,3496,136,2461,13325,277,5,20,8310,1370,7778,7269,6,0,103,444,268,41,2,1062,821,505,6,7,97,240,240,97,141,334,227,2,69,728,6861,1851,802,183,204,2,3,234,249,3,763,1981,33627,102356,5979,3215,6679,3632,106580,28786,0,0,0,0,0,0,6,246,1345,27,160,814,9,0,0,0,0,0,1,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-12,2005,4582,474,0,32,31,2903,3099,132,2037,11884,277,4,26,8587,1416,8157,7380,10,0,101,481,243,43,1,983,788,510,14,7,119,260,263,119,137,374,199,2,65,624,7797,925,849,179,174,2,3,230,250,3,707,2057,28483,90454,5283,2659,5848,2863,109286,27848,0,0,0,0,0,0,4,353,1431,30,59,885,10,0,0,0,9,1,0,0,0,0,208,15,0,0,0
H.N. ADOLFO GUEVARA VELASCO _per_2016-TOTAL,40461,73258,5356,0,32,31,36219,38121,135,40633,146883,274,83,346,98798,16349,97924,89462,126,0,1062,5517,3025,452,28,11683,9511,5717,95,7,1376,3072,3087,1384,1663,4408,2584,2,840,7549,92535,14031,9186,2338,2739,2,3,2438,2579,3,8222,19319,338919,1069667,72329,39675,84605,44465,1252563,318295,0,0,0,0,0,0,60,3172,14756,482,2672,9592,111,0,90,0,113,1,20,0,0,0,2496,180,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-01,21827,26378,875,0,84,61,7817,8165,275,21827,30968,403,17,60,12493,1585,10977,11758,12,60,420,417,352,45,26,1896,1536,921,122,11,131,224,230,131,87,417,194,1,263,6732,4880,138,598,636,385,4,4,416,494,6,743,1943,63778,184404,6382,1500,6131,1791,197682,49848,0,0,0,0,408,14,0,285,900,179,224,252,29,3,0,0,0,3,24,0,0,13,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-02,12651,17825,1581,0,82,61,7895,8139,282,12651,30380,403,16,61,11687,1549,12035,10883,10,109,447,471,309,26,39,2172,1628,991,91,10,115,200,201,115,77,404,227,1,323,8798,3223,69,501,615,212,4,4,374,434,6,697,1595,69830,191284,7854,2439,4776,2474,165187,51544,0,0,0,0,402,8,0,242,1201,188,186,278,31,4,6,0,10,2,23,0,0,23,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-03,8159,12567,1564,0,86,61,8174,8418,281,8159,32128,403,16,54,12493,1629,11482,11471,17,107,432,472,331,55,22,2232,1676,1006,129,10,134,214,216,134,72,452,175,1,255,8059,4546,81,605,610,206,4,7,416,594,7,680,1557,64085,178264,7900,2352,5134,2661,165691,54290,0,0,0,0,383,19,0,296,1062,188,139,304,41,3,6,0,8,2,27,0,0,23,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-04,5836,9723,1672,0,89,61,8638,8814,279,5836,33484,403,13,62,12090,1554,12041,11011,12,98,446,470,377,46,26,2328,1667,1055,129,10,133,204,206,133,65,478,127,1,250,5472,5891,182,452,568,102,0,4,368,586,7,516,1173,69098,198433,7251,2261,4831,2537,169534,58083,0,0,0,0,403,9,0,276,1087,101,225,164,21,4,6,0,8,4,38,0,0,18,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-05,5264,8545,1948,0,93,61,8353,8558,277,5264,32245,403,20,52,12493,1680,11546,11444,15,137,476,458,369,49,31,2232,1841,1063,113,10,149,234,241,149,88,467,209,1,297,5629,5491,343,483,575,120,0,4,396,510,7,490,885,68276,190233,7683,2387,4099,1817,174763,58888,0,0,0,0,400,9,0,223,1197,100,186,296,2,2,4,0,7,4,33,0,0,24,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-06,4449,7338,1658,0,90,61,7840,8052,272,4449,30713,403,16,62,12090,1506,10345,11171,16,135,509,456,348,24,28,2184,1785,990,99,10,160,223,227,160,55,545,101,1,271,4774,5286,281,477,580,119,0,4,420,668,8,506,1012,63030,180023,6661,1650,1447,275,168018,47949,0,0,0,0,361,13,0,208,1186,118,214,212,3,4,6,0,5,2,33,0,0,9,520,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-07,4363,7199,1776,0,80,61,7745,7952,261,4363,30190,405,16,58,12543,1287,12392,10679,17,130,280,322,270,20,29,1380,979,612,81,8,113,176,180,113,60,425,155,1,272,5842,4492,462,506,593,157,2,7,700,934,8,761,1839,58332,172065,6421,2001,1838,1001,159748,51537,0,0,0,0,448,14,0,245,1168,149,219,195,13,1,6,0,4,0,45,0,0,18,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-08,4390,7158,1854,0,82,61,7612,7968,266,4390,30422,402,20,69,12462,1456,11359,11317,16,148,348,366,269,23,27,1392,933,615,51,8,138,190,193,138,51,494,122,1,292,5464,6002,678,525,636,159,4,7,720,876,7,860,1881,63795,183268,7206,2232,2121,884,175425,48969,0,0,0,0,370,18,0,183,1263,75,187,226,3,0,6,0,3,2,24,0,0,23,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-09,4634,7720,2002,0,88,61,8330,8620,269,4634,33104,389,11,47,11670,1422,10930,10827,17,112,348,408,273,31,33,1404,955,652,69,8,151,210,219,151,56,525,139,1,292,5237,6586,343,499,606,218,4,9,902,1094,8,957,2558,69046,198234,7227,2128,2003,888,178331,53399,0,0,0,0,392,12,0,274,1214,109,192,231,1,4,11,0,22,4,23,0,0,21,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-10,3926,6593,1787,138,83,61,7647,7904,261,3926,30556,396,20,57,12276,1448,11659,10952,20,118,343,407,219,36,34,1494,969,708,89,8,122,186,186,122,55,382,110,1,293,5514,5796,287,525,597,205,4,9,908,1114,8,1056,2605,63825,179903,6639,1751,1873,931,172366,49414,0,0,0,0,386,7,0,252,1242,109,176,233,0,6,7,0,12,0,13,0,0,21,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-11,4239,7244,1934,86,89,61,8250,8598,278,4239,31865,397,16,66,11910,1320,11699,10762,18,135,384,401,250,41,44,1524,1008,758,77,8,117,155,157,117,33,507,127,1,276,6112,5538,466,414,587,170,4,9,940,1102,9,1088,2813,61953,173285,6722,1859,1884,666,175830,51118,0,0,0,0,343,13,0,276,1012,81,180,208,4,2,10,0,29,2,25,0,0,14,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-12,3679,6583,1718,0,84,61,7806,8211,282,3679,29588,397,15,44,12307,1497,11821,11157,31,137,345,421,277,41,35,1632,1014,751,96,8,112,175,178,112,55,411,169,1,273,5295,6092,410,453,571,188,4,9,868,1100,9,984,2455,64059,171879,6431,1625,1728,827,169685,49262,0,0,0,0,347,22,0,275,1206,166,188,183,2,6,7,0,19,3,20,0,0,9,516,30,0,0,0
H.N. ALBERTO SABOGAL SOLOGUREN _per_2016-TOTAL,83417,124873,20369,224,85,61,96107,99399,274,83417,375643,402,196,692,146514,17933,138286,133432,201,1426,4778,5069,3644,437,374,21870,15991,10122,1146,9,1575,2391,2434,1575,754,5507,1855,1,3357,72928,63823,3740,6038,7174,2241,4,7,7428,9506,8,9338,22316,779107,2201275,84377,24185,37865,16752,2072260,624301,0,0,0,0,4643,158,0,3035,13738,1563,2316,2782,150,39,75,0,127,28,328,0,0,216,6216,360,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-01,13851,17082,367,0,53,51,5040,5509,173,13858,19683,386,7,61,11966,1176,9721,11279,15,0,218,399,272,27,0,1431,1473,512,6,6,101,162,164,101,57,303,57,1,148,2503,1697,11,342,310,423,5,2,151,228,5,680,1976,31826,64237,3207,958,0,0,116793,40076,0,953,0,0,315,5,0,258,1033,309,366,440,54,0,25,0,5,0,0,0,0,10,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-02,9450,14034,789,0,56,51,5245,5772,183,9451,20455,386,8,55,11194,1224,10167,10727,12,0,203,381,331,8,0,1327,1396,528,6,6,95,150,152,95,55,285,55,1,140,3143,1281,1,294,294,214,5,1,110,177,4,477,1191,27787,57203,3290,1157,0,0,112726,40859,0,1064,0,0,295,6,0,304,1268,289,234,413,45,0,25,0,5,0,0,0,0,12,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-03,6948,11623,1003,0,57,51,5283,5772,190,6950,20542,386,7,67,11966,1292,10056,11163,14,0,215,345,390,7,0,1461,1538,570,47,6,83,147,151,83,62,249,62,1,156,3212,1563,1,243,297,212,5,2,121,172,5,512,1422,27139,56496,3643,1178,0,0,118697,41159,0,965,0,0,278,10,0,192,1373,302,312,462,45,0,25,0,4,0,0,0,0,10,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-04,5344,9820,1107,0,61,51,5423,5849,184,5344,21162,386,11,58,11580,1266,9803,11019,18,0,243,379,312,4,0,1472,1541,553,6,6,111,163,166,111,48,333,48,1,167,3013,1364,16,380,463,228,5,2,128,192,5,564,1493,32989,66546,1797,603,0,0,119769,42821,0,1006,0,0,302,4,0,211,1661,357,447,508,43,0,25,0,4,0,0,0,0,3,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-05,4125,7823,1017,0,54,51,5169,5899,185,4125,20217,386,8,46,11966,1239,9651,11144,17,0,252,384,317,16,0,1566,1591,549,5,6,94,138,140,94,44,282,44,1,164,3049,1249,33,300,297,253,5,2,126,188,6,583,1542,31629,62004,2859,918,0,0,116987,41780,0,1052,0,0,267,7,0,258,2248,366,469,405,35,1,26,0,10,0,0,0,0,4,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-06,3907,7645,1127,0,59,51,5537,6038,197,3907,21484,386,7,56,11580,1307,9623,11130,7,0,228,382,292,2,0,1284,1273,528,5,6,112,178,182,112,67,336,67,1,151,3383,1421,0,291,319,212,5,2,119,135,4,514,1211,24195,50408,3409,1262,0,0,118600,44218,0,1039,0,0,267,7,0,304,3694,389,476,425,40,0,32,0,8,0,0,0,0,5,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-07,3220,6471,1092,0,57,51,5166,5532,188,3220,20255,386,12,45,11966,1278,9839,11248,14,0,226,392,290,27,0,1513,1388,361,5,6,127,197,199,127,68,381,68,1,138,3297,1322,1,315,297,223,5,2,131,166,5,598,1524,19809,41268,3228,1117,0,0,112241,41410,0,881,0,0,321,17,0,223,2725,342,404,363,32,0,24,0,8,0,0,0,0,3,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-08,3067,6089,1039,0,56,51,5161,5394,180,3067,20020,386,14,51,11966,1320,9712,11278,14,0,247,428,208,20,0,1603,1591,382,5,6,133,216,217,133,82,399,82,1,153,3528,1393,1,338,552,162,5,1,84,101,4,427,1119,30197,58742,3060,961,0,0,119054,42359,0,963,0,0,349,12,0,190,2590,403,245,393,35,0,25,0,5,0,0,0,0,5,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-09,3113,6330,1197,0,56,51,5524,5701,188,3116,21465,386,6,40,11580,1228,9944,10969,14,0,219,356,326,13,0,1473,1410,425,5,6,106,174,175,106,63,318,63,1,160,3267,1429,1,429,465,183,5,2,131,167,4,392,822,28620,57902,4040,1431,0,0,118584,44137,0,1131,0,0,264,2,0,222,2866,393,235,413,36,0,26,0,8,0,0,0,0,2,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-10,2919,6024,1132,0,58,51,5722,5802,197,2921,22356,386,4,56,11966,1268,10034,11551,15,0,266,305,324,6,0,1544,1494,438,5,6,91,148,150,91,52,273,52,1,164,3348,1369,0,431,578,178,5,2,151,190,5,454,917,29839,59332,4075,1479,0,0,122809,44887,0,1086,0,0,252,5,0,255,2552,417,179,425,34,0,25,0,10,0,0,0,0,1,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-11,3018,6120,1187,0,59,51,5678,5744,196,3020,22104,384,3,62,11520,1228,10413,11026,15,0,217,329,296,35,0,1438,1515,428,5,6,96,160,161,98,53,292,53,1,180,3330,1440,0,342,384,194,5,2,156,196,5,469,1043,40312,72795,4099,1563,0,0,121315,44633,0,1086,0,0,236,9,0,236,2104,443,182,394,30,0,25,0,8,0,0,0,0,1,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-12,2609,5721,1014,0,57,51,5538,5770,191,2612,21646,384,7,47,11904,1311,9646,11058,4,0,224,339,357,23,0,1051,1425,431,5,6,104,168,170,104,58,312,58,1,154,3527,1392,0,432,573,129,5,2,117,163,5,351,819,37178,67459,3557,1059,0,0,115708,41124,0,964,0,0,217,7,0,265,3009,394,134,411,33,0,26,0,8,0,0,0,0,1,0,0,0,0,0
H.N. ALMANZOR AGUINAGA ASENJO _per_2016-TOTAL,61571,104782,12071,0,57,51,64486,68782,189,61591,251389,386,94,644,141154,15137,118609,133592,159,0,2758,4419,3715,188,0,17163,17635,5705,105,6,1253,2001,2027,1255,709,3763,709,1,1875,38600,16920,65,4137,4829,2611,5,2,1525,2075,5,6021,15079,361520,714392,40264,13686,0,0,1413283,509463,0,12190,0,0,3363,91,0,2918,27123,4404,3683,5052,462,1,309,0,83,0,0,0,0,57,0,0,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-01,3571,5037,548,0,30,26,1469,1794,77,3571,6288,152,2,20,4712,492,3254,3494,0,0,68,152,147,5,6,444,423,169,7,4,53,54,55,54,0,216,0,0,64,578,651,88,204,88,113,1,1,81,84,1,206,416,18612,34342,799,402,0,0,81125,11567,0,0,0,0,0,0,0,0,929,159,0,655,3,0,10,0,0,0,0,0,0,0,175,8,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-02,992,1356,83,0,30,26,374,466,62,992,1775,168,3,13,4872,529,3502,3504,0,0,114,142,90,21,9,468,434,179,9,3,38,40,40,40,0,156,0,0,35,440,354,36,95,42,34,1,1,18,24,1,49,131,18026,33128,669,669,0,0,85254,9349,0,0,0,0,0,0,0,30,1245,110,0,586,0,0,8,0,0,0,0,0,0,0,175,5,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-03,2758,4272,971,0,30,26,1523,1776,75,2758,6866,173,2,25,5363,511,3492,3548,0,0,72,130,158,13,1,480,460,183,8,3,43,43,43,43,0,172,0,0,65,666,716,113,191,128,102,1,1,78,84,1,241,534,18965,37677,721,367,0,0,92391,10914,0,0,0,0,0,0,0,52,1401,56,14,575,0,0,5,0,0,0,0,0,0,0,175,8,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-04,2376,4045,1115,0,30,26,1908,2116,81,2376,7987,178,6,29,5340,571,3907,3912,8,0,88,159,141,17,0,480,419,220,5,3,53,55,55,53,1,212,2,0,95,801,736,139,184,114,61,1,1,66,71,1,191,424,21590,39175,896,515,0,0,99801,10303,0,0,0,0,0,0,0,92,1563,109,770,800,0,0,2,0,0,0,2,0,0,0,207,5,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-05,1643,3132,1043,0,30,26,1856,2038,80,1643,7725,147,3,19,4557,547,3737,3893,9,0,113,121,142,14,0,510,454,216,9,3,41,46,46,41,5,164,10,0,60,1028,594,184,207,116,132,1,1,95,99,1,249,628,21551,36795,869,562,0,0,87227,12620,0,0,0,0,0,0,0,99,2446,237,0,812,0,0,7,0,0,0,0,0,0,8,207,8,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-06,1228,2512,858,0,30,26,1754,1862,78,1228,7336,158,4,22,4740,546,4128,4024,14,0,102,74,97,8,0,522,389,209,10,4,30,32,32,30,2,120,4,0,89,888,741,183,147,118,138,1,1,88,101,1,237,571,11296,25120,870,402,0,0,93545,11875,0,0,0,0,0,0,0,98,1755,180,0,860,0,0,2,0,0,0,0,0,0,4,207,8,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-07,1169,2354,844,0,30,26,1652,1932,80,1169,7933,168,2,35,5208,543,4395,4016,7,0,104,97,110,4,3,504,434,210,9,4,29,29,29,29,0,116,0,0,93,1015,766,134,105,153,119,1,1,68,68,1,192,388,20358,36157,1209,675,0,0,87494,12112,0,0,0,0,0,0,0,127,1970,184,0,559,0,0,0,0,0,0,0,0,0,0,207,6,0,0,0
H.N. ALTA COMPLEJ. VIRGEN DE LA PUERTA _per_2016-08,1251,2558,1009,0,30,26,1787,1854,83,1251,7387,171,5,27,5301,597,4154,4005,5,0,115,89,125,3,0,558,456,219,10,4,48,49,51,48,3,192,6,0,91,1392,741,62,126,141,100,1,1,88,95,1,243,576,23708,46192,1086,577,0,0,104452,11871,0,0,0,0,0,0,0,123,1820,274,0,1224,0,0,2,0,0,0,0,0,0,4,0,7,0,0,0
