,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Primera Consulta Médico Prev,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Nutrición,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Psicoprofilaxis de Enfermería,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
P.M.-OYOTUN_per_2017-11,264,,41,23,41,1,75,55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,1,3,9,0,6,1,6,6,1,1,1274,475,,,,,,,9,12,,0,0,,,0,,,1,,0,0,,11,,,,,
P.M.-OYOTUN_per_2017-12,285,,16,6,16,1,75,57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,1,3,0,0,0,0,0,0,0,0,1444,513,,,,,,,1,6,,0,188,,,12,,,1,,0,10,,9,,,,,
P.M.-PACHACAYO_per_2017-01,230,,179,8,179,1,46,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,3,3,0,13,36,1,1,6,6,1,1,434,401,,,,,,,0,1,1,,177,,,3,,,0,,0,5,,0,,0,,,
P.M.-PACHACAYO_per_2017-02,185,,92,10,92,1,37,37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,4,0,16,52,4,1,6,6,1,1,389,342,,,,,,,0,4,0,,70,,,2,,,0,,0,6,,0,,0,,,
P.M.-PACHACAYO_per_2017-03,248,,78,10,78,1,51,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,4,0,27,88,20,1,12,12,1,1,504,446,,,,,,,0,6,2,,98,,,2,,,0,,0,8,,0,,0,,,
P.M.-PACHACAYO_per_2017-04,201,,45,5,45,1,49,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,3,0,24,78,16,1,12,12,1,1,400,348,,,,,,,0,5,1,,144,,,3,,,0,,0,9,,0,,0,,,
P.M.-PACHACAYO_per_2017-05,213,,51,12,51,1,44,44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2,7,0,13,39,3,1,6,6,1,1,429,369,,,,,,,0,4,1,,111,,,4,,,0,,0,4,,0,,0,,,
P.M.-PACHACAYO_per_2017-06,186,,34,9,34,1,37,37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0,22,66,6,1,12,12,1,1,374,325,,,,,,,0,0,1,,111,,,9,,,0,,0,12,,0,,1,,,
P.M.-PACHACAYO_per_2017-07,207,,25,8,25,1,41,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,1,5,29,87,19,1,12,12,1,1,491,370,,,,,,,6,11,1,,138,,,3,,,0,,0,2,,0,,0,,,
P.M.-PACHACAYO_per_2017-08,187,,25,10,25,1,38,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1,3,12,36,8,1,6,6,1,1,414,335,,,,,,,1,0,0,,107,,,3,,,0,,0,4,,0,,0,,,
P.M.-PACHACAYO_per_2017-09,181,,17,5,17,1,36,36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,11,24,3,1,6,6,1,1,395,344,,,,,,,11,0,1,,139,,,6,,,0,,0,5,,0,,0,,,
P.M.-PACHACAYO_per_2017-10,198,,15,4,15,1,39,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,2,9,23,49,11,1,12,12,1,1,424,356,,,,,,,0,2,2,,131,,,4,,,0,,0,4,,0,,0,,,
P.M.-PACHACAYO_per_2017-11,173,,12,2,12,1,38,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,7,4,7,21,1,1,6,12,1,1,444,330,,,,,,,0,14,0,,141,,,4,,,11,,0,4,,5,,0,,,
P.M.-PACHACAYO_per_2017-12,162,,24,7,24,1,33,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2,0,5,2,6,1,1,6,6,1,1,406,310,,,,,,,0,0,0,,125,,,4,,,0,,2,12,,2,,0,,,
P.M.-PAIJAN_per_2017-01,886,,847,69,847,2,177,177,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,504,123,1,84,84,1,1,2142,1417,,,,,,,32,35,4,34,116,,,6,,,4,,2,4,,2,,,,,
P.M.-PAIJAN_per_2017-02,825,,490,71,490,2,154,154,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,512,120,1,84,84,1,1,2047,1321,,,,,,,3,54,3,32,227,,,4,,,10,,3,6,,3,,,,,
P.M.-PAIJAN_per_2017-03,975,,440,57,440,2,188,188,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,478,104,1,84,84,1,1,1906,1476,,,,,,,20,50,6,36,273,,,8,,,12,,3,6,,13,,,,,
P.M.-PAIJAN_per_2017-04,934,,391,63,391,2,186,186,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,430,104,1,84,84,1,1,2209,1579,,,,,,,14,24,2,34,62,,,5,,,9,,3,0,,3,,,,,
P.M.-PAIJAN_per_2017-05,897,,307,74,307,2,179,179,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,536,82,1,64,64,1,1,1425,1106,,,,,,,8,1,4,36,156,,,0,,,3,,0,0,,0,,,,,
P.M.-PAIJAN_per_2017-06,970,,304,73,304,2,192,192,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,614,131,1,80,80,1,1,1731,1277,,,,,,,8,1,3,65,56,,,6,,,5,,1,2,,1,,,,,
P.M.-PAIJAN_per_2017-07,907,,232,71,232,2,180,180,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,443,94,1,72,72,1,1,1531,1153,,,,,,,12,55,7,46,88,,,7,,,7,,2,3,,1,,,,,
P.M.-PAIJAN_per_2017-08,1020,,236,82,236,2,202,202,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,498,99,1,80,80,1,1,2032,1514,,,,,,,2,1,6,42,143,,,7,,,5,,3,2,,0,,,,,
P.M.-PAIJAN_per_2017-09,1163,,218,121,218,2,232,232,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,535,138,1,84,84,1,1,2154,1769,,,,,,,0,75,4,56,134,,,10,,,4,,2,2,,0,,,,,
P.M.-PAIJAN_per_2017-10,1011,,150,68,150,2,202,202,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,492,107,1,80,80,1,1,2305,1688,,,,,,,13,25,7,35,100,,,0,,,6,,0,0,,0,,,,,
P.M.-PAIJAN_per_2017-11,1059,,141,67,141,2,211,211,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,481,131,1,80,80,1,1,2979,1779,,,,,,,7,33,10,45,75,,,7,,,10,,1,3,,4,,,,,
P.M.-PAIJAN_per_2017-12,961,,121,52,121,2,192,192,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,390,110,1,64,64,1,1,1716,1359,,,,,,,8,58,3,40,50,,,14,,,9,,2,2,,5,,,,,
P.M.-PALLASCA_per_2017-01,93,,82,3,82,1,18,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,3,,,,,,,,,,201,196,,,,,,,0,2,0,0,224,,,0,,,0,,,4,,0,,,,,
P.M.-PALLASCA_per_2017-02,79,,42,4,42,1,15,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,,,,,,,,159,155,,,,,,,3,1,0,0,237,,,2,,,0,,,1,,0,,,,,
P.M.-PALLASCA_per_2017-03,100,,39,5,39,1,20,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,,,,,,,,,,210,210,,,,,,,0,0,1,0,320,,,4,,,0,,,3,,0,,,,,
P.M.-PALLASCA_per_2017-04,108,,37,11,37,1,21,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,,,,,,,,222,215,,,,,,,0,5,0,0,320,,,3,,,0,,,12,,0,,,,,
P.M.-PALLASCA_per_2017-05,145,,24,11,24,1,29,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,4,,,,,,,,,,231,217,,,,,,,0,5,0,19,199,,,4,,,0,,,5,,0,,,,,
P.M.-PALLASCA_per_2017-06,139,,34,17,34,1,27,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,5,,,,,,,,,,219,208,,,,,,,0,12,0,0,252,,,2,,,0,,,5,,0,,,,,
P.M.-PALLASCA_per_2017-07,133,,34,16,34,1,26,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,,,,,,,,157,156,,,,,,,0,0,0,1,251,,,3,,,0,,,5,,0,,,,,
P.M.-PALLASCA_per_2017-08,138,,28,15,28,1,27,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,3,,,,,,,,,,214,198,,,,,,,0,9,0,1,275,,,5,,,0,,,5,,0,,,,,
P.M.-PALLASCA_per_2017-09,138,,21,11,21,1,27,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,,,,,,,,180,180,,,,,,,3,1,1,17,242,,,4,,,0,,,3,,0,,,,,
P.M.-PALLASCA_per_2017-10,140,,17,13,17,1,28,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,,,,,,,,,,214,205,,,,,,,0,1,0,2,229,,,3,,,0,,,3,,0,,,,,
P.M.-PALLASCA_per_2017-11,125,,8,7,8,1,25,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,3,,,,,,,,,,201,193,,,,,,,3,0,0,1,186,,,3,,,0,,,3,,0,,,,,
P.M.-PALLASCA_per_2017-12,136,,12,5,12,1,27,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,3,,,,,,,,,,210,206,,,,,,,0,3,0,0,175,,,2,,,1,,,2,,1,,,,,
P.M.-PAMPAS_per_2017-01,128,,116,14,116,1,25,25,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,,1,,,,,,,,,,163,161,,,,,,,3,7,0,20,70,40,,0,0,,0,,0,2,0,0,,0,,,
P.M.-PAMPAS_per_2017-02,87,,50,8,50,1,17,17,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,,1,,,,,,,,,,105,103,,,,,,,7,14,0,35,61,41,,0,0,,0,,0,2,2,0,,0,,,
P.M.-PAMPAS_per_2017-03,132,,74,17,74,1,26,26,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,,,0,,,,,,,,,,154,154,,,,,,,2,8,0,19,30,42,,0,0,,0,,0,1,0,0,,0,,,
P.M.-PAMPAS_per_2017-04,108,,47,12,47,1,21,21,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,,1,,,,,,,,,,115,115,,,,,,,0,0,0,19,67,38,,0,0,,0,,0,2,0,0,,0,,,
P.M.-PAMPAS_per_2017-05,175,,47,11,47,1,35,35,1,1,,,,,,,,,,,,,,,,,,,,2,2,,,,2,2,0,,,0,,,,,,,,,,369,369,,,,,,,0,4,1,35,175,41,,2,2,,0,,0,5,0,0,,0,,,
P.M.-PAMPAS_per_2017-06,206,,53,21,53,1,41,41,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,,4,,,,,,,,,,328,311,,,,,,,0,0,0,39,206,48,,1,5,,0,,0,3,2,0,,0,,,
P.M.-PAMPAS_per_2017-07,178,,41,21,41,1,35,35,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,,4,,,,,,,,,,262,254,,,,,,,0,0,1,20,178,63,,1,6,,0,,0,6,1,0,,0,,,
P.M.-PAMPAS_per_2017-08,222,,33,17,33,1,44,44,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,,,0,,,,,,,,,,336,336,,,,,,,0,0,0,16,222,76,,5,5,,0,,0,6,3,0,,0,,,
P.M.-PAMPAS_per_2017-09,135,,26,18,26,1,27,27,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,,4,,,,,,,,,,244,244,,,,,,,2,0,0,11,135,64,,2,3,,0,,0,3,3,0,,0,,,
P.M.-PAMPAS_per_2017-10,95,,14,9,14,1,19,19,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,,4,,,,,,,,,,151,142,,,,,,,1,0,1,5,95,69,,2,1,,0,,1,4,3,4,,1,,,
P.M.-PAMPAS_per_2017-11,97,,12,5,12,1,19,19,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,,4,,,,,,,,,,164,139,,,,,,,0,9,0,4,97,71,,6,1,,1,,2,1,2,2,,0,,,
P.M.-PAMPAS_per_2017-12,159,,15,10,15,1,32,32,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,2,,,2,,,,,,,,,,300,293,,,,,,,0,7,1,8,159,58,,1,1,,1,,2,3,2,2,,0,,,
P.M.-PANAO_per_2017-01,270,,229,11,229,1,54,54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,216,689,152,1,71,71,1,1,568,431,301,297,,,,,3,4,1,26,255,,,0,,,2,,2,26,,10,,,,,
P.M.-PANAO_per_2017-02,305,,157,29,157,1,61,61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,,206,625,98,1,67,67,1,1,550,408,360,359,,,,,6,3,1,54,244,,,2,,,4,,6,16,,19,,,,,
P.M.-PANAO_per_2017-03,300,,120,14,120,1,60,60,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,0,,199,627,66,1,65,65,1,1,659,513,293,290,,,,,0,22,1,30,184,,,2,,,1,,1,0,,10,,,,,
P.M.-PANAO_per_2017-04,260,,85,13,85,1,52,52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,213,548,92,1,71,72,1,1,642,468,179,174,,,,,0,28,1,29,133,,,1,,,4,,4,0,,16,,,,,
P.M.-PANAO_per_2017-05,287,,79,26,79,1,47,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,184,604,45,1,61,63,1,1,599,469,248,202,,,,,3,6,1,29,202,,,1,,,0,,0,0,,0,,,,,
P.M.-PANAO_per_2017-06,254,,55,22,55,1,47,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,234,777,62,1,75,76,1,1,361,277,227,214,,,,,1,19,2,32,172,,,1,,,4,,4,0,,2,,,,,
P.M.-PANAO_per_2017-07,260,,52,22,52,1,52,52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,242,736,80,1,81,85,1,1,668,491,374,359,,,,,0,10,2,37,100,,,0,,,3,,3,0,,5,,,,,
P.M.-PANAO_per_2017-08,310,,60,28,60,1,62,62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,238,774,63,1,77,80,1,1,740,603,334,319,,,,,0,12,1,24,103,,,1,,,3,,2,0,,3,,,,,
P.M.-PANAO_per_2017-09,391,,97,36,97,1,78,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,,301,829,138,1,97,97,1,1,648,498,290,288,,,,,8,21,0,56,198,,,2,,,0,,7,0,,0,,,,,
P.M.-PANAO_per_2017-10,366,,63,29,63,1,72,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,137,369,23,1,45,46,1,1,698,556,220,194,,,,,0,20,2,16,104,,,2,,,1,,3,0,,0,,,,,
P.M.-PANAO_per_2017-11,351,,80,42,80,1,70,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,291,642,64,1,96,98,1,1,758,606,400,398,,,,,1,15,0,37,88,,,1,,,0,,1,0,,0,,,,,
P.M.-PANAO_per_2017-12,298,,45,28,45,1,86,59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,186,508,43,1,61,62,1,1,642,526,184,183,,,,,1,9,1,38,83,,,1,,,0,,1,0,,0,,,,,
P.M.-PAUCARTAMBO_per_2017-01,513,,465,5,465,1,102,102,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,0,86,,252,529,251,1,81,84,1,1,978,557,,,,,,,1,19,2,76,458,0,,0,0,,0,,1,1,0,7,,,,,
P.M.-PAUCARTAMBO_per_2017-02,505,,240,5,240,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,0,66,,340,806,257,1,100,100,1,1,689,371,,,,,,,6,21,2,102,483,0,,0,0,,0,,0,2,0,9,,,,,
P.M.-PAUCARTAMBO_per_2017-03,502,,145,14,145,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,0,118,,325,650,166,1,100,100,1,1,1000,464,,,,,,,3,22,1,95,283,0,,4,0,,0,,0,5,0,8,,,,,
P.M.-PAUCARTAMBO_per_2017-04,400,,73,6,73,1,80,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,0,101,,314,629,128,1,100,100,1,1,835,427,,,,,,,0,23,0,77,284,0,,0,0,,0,,0,3,0,10,,,,,
P.M.-PAUCARTAMBO_per_2017-05,284,,40,5,40,1,56,56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,0,143,,332,629,81,1,102,106,1,1,1087,430,,,,,,,2,20,0,49,452,225,,0,0,,1,,0,2,0,5,,,,,
P.M.-PAUCARTAMBO_per_2017-06,461,,61,14,61,1,92,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,2,82,,327,654,90,1,104,104,1,1,1022,414,,,,,,,0,33,0,68,200,289,,0,0,,0,,0,3,0,2,,,,,
P.M.-PAUCARTAMBO_per_2017-07,40,,3,3,3,1,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,0,284,,333,666,57,1,100,100,1,1,1171,72,,,,,,,3,17,1,8,461,288,,0,10,,9,,1,2,0,2,,,,,
P.M.-PAUCARTAMBO_per_2017-08,114,,20,8,20,1,22,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,0,220,,319,638,36,1,100,100,1,1,1171,141,,,,,,,2,18,2,17,475,301,,0,0,,2,,0,2,0,8,,,,,
P.M.-PAUCARTAMBO_per_2017-09,62,,10,3,10,1,12,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,1,258,,265,530,66,1,84,84,1,1,1125,121,,,,,,,17,22,1,18,457,299,,0,4,,18,,0,2,4,18,,,,,
P.M.-PAUCARTAMBO_per_2017-10,145,,25,13,25,1,28,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,1,228,,286,532,68,1,92,92,1,1,1122,175,,,,,,,1,12,1,9,383,290,,0,0,,0,,0,7,3,1,,,,,
P.M.-PAUCARTAMBO_per_2017-11,240,,62,36,62,1,48,48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,0,244,,274,524,54,1,80,80,1,1,1224,409,,,,,,,3,11,1,63,422,303,,0,6,,0,,1,2,3,5,,,,,
P.M.-PAUCARTAMBO_per_2017-12,457,,91,60,91,1,90,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,0,143,,261,466,92,1,70,70,1,1,881,478,,,,,,,0,17,1,121,320,305,,0,0,,7,,0,2,0,5,,,,,
P.M.-PISCOBAMBA_per_2017-01,325,,291,19,291,1,68,65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,4,0,163,437,148,1,54,54,1,1,607,436,,,,,,,0,13,5,33,148,,,0,,,5,,5,1,,1,,,,,
P.M.-PISCOBAMBA_per_2017-02,342,,214,37,214,1,68,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,1,183,496,119,1,61,61,1,1,726,546,,,,,,,2,10,3,48,132,,,0,,,7,,5,1,,3,,,,,
P.M.-PISCOBAMBA_per_2017-03,390,,181,50,181,1,75,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,3,2,0,188,549,105,1,45,63,1,1,766,503,,,,,,,2,10,2,58,125,,,4,,,5,,7,1,,1,,,,,
P.M.-PISCOBAMBA_per_2017-04,358,,117,37,117,1,69,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,4,0,136,297,69,1,45,45,1,1,829,601,,,,,,,0,14,1,45,118,,,0,,,5,,5,0,,1,,,,,
P.M.-PISCOBAMBA_per_2017-05,299,,75,28,75,1,60,60,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,5,4,3,132,362,64,1,44,44,1,1,720,535,,,,,,,2,16,0,43,217,,,1,,,2,,3,2,,2,,,,,
P.M.-PISCOBAMBA_per_2017-06,363,,77,42,77,1,73,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1,148,300,59,1,49,49,1,1,789,648,,,,,,,0,16,0,68,45,,,1,,,2,,3,2,,2,,,,,
P.M.-PISCOBAMBA_per_2017-07,329,,69,31,69,1,75,66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,6,1,1,129,230,50,1,43,50,1,1,884,713,,,,,,,2,15,2,82,46,,,1,,,5,,4,2,,4,,,,,
P.M.-PISCOBAMBA_per_2017-08,336,,70,33,70,1,67,67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,5,3,5,145,268,46,1,48,48,1,1,1265,912,,,,,,,2,10,0,68,65,,,1,,,3,,3,5,,1,,,,,
P.M.-PISCOBAMBA_per_2017-09,337,,41,23,41,1,75,67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,5,7,158,262,52,1,53,60,1,1,756,541,,,,,,,1,10,1,94,54,,,2,,,3,,4,3,,2,,,,,
P.M.-PISCOBAMBA_per_2017-10,367,,39,22,39,1,75,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,2,7,222,425,69,1,74,75,1,1,1036,855,,,,,,,4,10,3,108,68,,,1,,,4,,6,3,,5,,,,,
P.M.-PISCOBAMBA_per_2017-11,554,,39,30,39,1,111,111,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1,3,259,525,65,1,86,90,1,1,1157,907,,,,,,,4,16,1,122,47,,,1,,,4,,5,1,,1,,,,,
P.M.-PISCOBAMBA_per_2017-12,348,,31,12,31,1,75,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,3,1,2,208,393,51,1,69,72,1,1,867,550,,,,,,,1,9,2,136,52,,,1,,,5,,4,1,,1,,,,,
P.M.-POZUZO_per_2017-01,225,,170,9,170,1,45,45,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4,8,,0,0,0,0,0,0,0,0,417,381,,,,,,,1,0,1,22,280,,,0,,,0,,0,15,,0,,0,,,
P.M.-POZUZO_per_2017-02,247,,163,21,163,1,49,49,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0,11,,0,0,0,0,0,0,0,0,356,303,,,,,,,1,0,0,136,265,,,0,,,0,,0,0,,0,,0,,,
P.M.-POZUZO_per_2017-03,221,,96,22,96,1,44,44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,2,14,,46,91,46,1,15,15,1,2,384,315,,,,,,,4,23,2,42,285,,,0,,,0,,0,3,,1,,0,,,
P.M.-POZUZO_per_2017-04,210,,53,15,53,1,42,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0,20,,0,0,0,0,0,0,0,0,391,340,,,,,,,5,11,1,28,277,,,0,,,0,,0,0,,0,,0,,,
P.M.-POZUZO_per_2017-05,182,,16,6,16,1,36,36,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,4,27,,0,0,0,0,0,0,0,0,477,267,,,,,,,5,11,0,2,261,,,0,,,0,,8,0,,0,,0,,,
P.M.-POZUZO_per_2017-06,215,,18,9,18,1,43,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,6,40,,0,0,0,0,0,0,0,0,553,332,,,,,,,0,19,1,7,257,,,1,,,1,,4,2,,2,,2,,,
P.M.-POZUZO_per_2017-07,200,,47,29,47,1,40,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,1,58,,35,70,25,1,13,13,1,2,327,176,,,,,,,0,0,0,47,319,,,3,,,0,,0,3,,3,,0,,,
P.M.-POZUZO_per_2017-08,205,,48,33,48,1,41,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,0,103,,0,0,0,0,0,0,0,0,664,258,,,,,,,0,13,0,64,343,,,3,,,7,,6,9,,0,,0,,,
P.M.-POZUZO_per_2017-09,215,,55,42,55,1,43,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,0,46,,0,0,0,0,0,0,0,0,477,335,,,,,,,3,11,0,106,336,,,0,,,0,,8,6,,6,,0,,,
P.M.-POZUZO_per_2017-10,310,,42,28,42,1,62,62,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,1,105,,0,0,0,0,0,0,0,0,603,290,,,,,,,1,4,0,72,373,,,0,,,0,,8,9,,3,,0,,,
P.M.-POZUZO_per_2017-11,231,,22,14,22,1,46,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,1,101,,54,108,32,1,18,18,1,2,506,260,,,,,,,8,6,1,28,263,,,0,,,0,,0,3,,0,,0,,,
P.M.-POZUZO_per_2017-12,254,,13,7,13,1,48,48,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,2,154,,0,0,0,0,0,0,0,0,589,176,,,,,,,2,6,1,122,240,,,0,,,1,,8,9,,0,,0,,,
P.M.-PUCARA_per_2017-01,197,,171,5,171,1,70,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,4,43,,72,155,56,1,24,24,1,1,693,517,,,,,,,0,0,1,5,147,,,6,,,0,,0,2,,0,,0,,,
P.M.-PUCARA_per_2017-02,169,,97,5,97,1,72,34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,3,42,,72,149,42,1,24,24,1,1,602,322,,,,,,,0,0,0,5,131,,,6,,,0,,0,8,,0,,1,,,
P.M.-PUCARA_per_2017-03,198,,85,6,85,1,75,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,8,29,,22,42,16,1,7,12,1,1,700,356,,,,,,,0,0,0,5,131,,,5,,,0,,0,3,,0,,0,,,
