,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CONSULTAS MEDICINA COMPLEMENTARIA,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. ANCIJE _per_2015-07,303,1576,35,0,22,12,978,1078,17,303,4509,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,200,2,3,310,322,3,951,2382,3509,5002,341,333,224,224,17616,8446,0,17,17,0,0,12,0,103,1987,309,0,134,7,0,0,0,0,0,0,0,0,6,7,0,0,0,0
C.M. ANCIJE _per_2015-08,362,1666,72,0,23,12,1194,1321,18,362,5405,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,206,2,3,328,334,3,1001,2506,4900,6674,565,548,245,228,18761,9422,0,8,42,0,0,37,0,77,2137,256,0,112,6,0,0,0,0,0,0,0,0,2,7,0,0,0,0
C.M. ANCIJE _per_2015-09,256,1566,43,0,21,12,1066,1097,15,256,4948,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,192,2,3,329,347,3,1030,2585,4453,4921,383,375,197,189,17349,8472,0,14,18,0,0,7,0,164,1946,278,0,119,5,0,0,0,0,0,0,0,0,2,7,0,0,0,0
C.M. ANCIJE _per_2015-10,263,1571,47,0,23,12,1135,1178,18,263,5329,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,239,2,4,340,342,3,1058,2650,5741,6570,415,402,255,242,18920,10060,0,23,20,0,0,32,0,47,1498,226,0,166,5,0,0,0,0,0,0,0,0,4,7,0,0,0,0
C.M. ANCIJE _per_2015-11,248,1446,59,0,22,12,1068,1102,16,248,5054,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,227,2,4,310,311,3,948,2375,5497,6854,366,359,264,257,18012,9815,0,14,20,0,0,16,0,43,1144,278,0,119,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0
C.M. ANCIJE _per_2015-12,166,1191,30,0,21,12,954,996,15,166,4504,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,185,2,4,307,314,3,942,2360,4479,5810,242,235,179,172,16440,8232,0,12,18,0,0,16,0,2,1831,243,0,126,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0
C.M. ANCIJE _per_2015-TOTAL,11181,29163,757,0,23,12,13122,14000,17,11185,63001,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195,0,0,0,2889,2,3,3662,3790,3,11236,28129,61254,81161,5123,4980,4482,4343,219035,119773,0,201,400,0,0,417,0,1299,22761,3177,0,2008,69,0,0,0,0,0,0,0,0,23,84,0,0,0,0
C.M. APLAO _per_2015-01,347,347,17,0,1,1,127,130,2,347,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,0,0,0,121,1,1,70,70,1,209,523,199,257,180,137,284,221,2309,953,4,20,35,3,37,0,0,0,142,0,79,0,0,0,4,0,0,0,0,0,17,0,2,1,0,0,0
C.M. APLAO _per_2015-02,210,210,15,0,2,2,143,143,2,210,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,108,1,1,74,75,1,222,554,638,896,138,95,229,150,1822,758,4,0,39,7,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
C.M. APLAO _per_2015-03,123,123,15,0,1,1,118,118,1,123,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,118,1,1,90,100,1,270,728,1070,1332,122,91,201,147,1704,682,0,34,14,0,14,4,0,0,41,0,88,0,0,0,5,0,0,0,0,0,32,0,1,1,0,0,0
C.M. APLAO _per_2015-04,65,65,19,0,1,1,95,100,1,65,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,54,1,1,70,75,1,211,535,1196,1354,134,102,224,167,1845,647,3,46,2,0,30,0,0,0,85,0,90,0,0,0,2,0,4,0,0,0,10,0,1,1,0,0,0
C.M. APLAO _per_2015-05,84,84,10,0,2,2,119,124,2,84,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,72,1,1,75,78,1,234,535,987,1350,83,56,106,76,2065,838,3,0,56,13,44,26,0,0,103,0,94,0,0,0,4,0,0,0,0,0,33,0,1,1,0,0,0
C.M. APLAO _per_2015-06,128,128,27,0,2,2,118,176,2,128,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,0,0,0,78,1,1,84,85,1,253,630,2090,2230,98,75,129,100,2336,968,6,63,86,12,44,14,0,0,139,0,87,0,0,0,0,0,0,0,0,0,40,0,1,1,0,0,0
C.M. APLAO _per_2015-07,117,117,45,0,2,2,133,150,2,117,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,87,0,0,0,74,1,1,80,80,1,240,599,2940,3109,100,63,145,94,2694,1239,3,32,73,7,34,0,0,0,120,0,79,0,2,0,2,0,1,0,0,0,85,0,1,1,0,0,0
C.M. APLAO _per_2015-08,69,69,21,0,2,2,137,150,2,69,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,0,0,0,42,1,1,37,60,1,172,470,900,1116,107,78,174,123,2414,904,0,17,89,12,49,16,0,0,143,0,84,0,4,0,4,0,6,0,0,0,31,0,1,1,0,0,0
C.M. APLAO _per_2015-09,194,194,154,0,1,1,133,133,1,194,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,0,0,0,50,1,1,71,75,1,213,532,794,1174,115,67,190,122,1865,669,8,87,40,5,88,19,0,0,141,0,159,0,0,0,4,0,7,0,0,0,15,0,1,1,0,0,0
C.M. APLAO _per_2015-10,404,405,342,0,3,3,174,174,3,405,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84,0,0,0,57,1,1,74,75,1,220,551,1140,1240,107,71,153,102,3313,1460,3,57,115,27,106,6,0,62,168,0,146,0,0,0,5,0,4,0,0,0,27,0,1,1,0,0,0
C.M. APLAO _per_2015-11,162,162,131,0,2,2,142,150,2,162,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,70,1,1,87,87,1,261,645,629,822,0,0,0,0,2782,1392,2,62,68,13,120,11,0,177,140,0,158,0,0,0,5,0,3,0,0,0,6,0,1,1,0,0,0
C.M. APLAO _per_2015-12,96,96,63,0,3,3,118,189,3,96,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,135,106,195,143,2376,1042,4,41,93,8,44,19,0,0,176,0,43,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0
C.M. APLAO _per_2015-TOTAL,1999,2000,859,0,2,2,1557,1737,2,2000,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,932,0,0,0,844,1,1,812,860,1,2505,6302,12583,14880,1319,941,2030,1445,27525,11552,40,459,710,107,634,115,0,239,1418,0,1107,0,6,0,35,0,27,0,0,0,296,0,13,12,0,2,0
C.M. ASCOPE _per_2015-01,804,805,23,0,3,2,199,210,6,805,971,0,20,0,0,620,23,442,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,129,68,0,0,161,1,1,72,72,1,248,638,741,1718,0,0,0,0,4563,2000,1,26,32,1,25,12,0,57,143,87,124,0,2,3,6,0,1,0,13,5,20,0,8,1,0,0,0
C.M. ASCOPE _per_2015-02,471,474,15,0,3,2,179,185,6,474,837,0,20,0,0,560,24,521,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,153,45,0,0,145,1,1,100,100,1,368,843,674,1768,0,0,0,0,4395,1664,0,14,0,9,50,5,0,48,161,105,140,0,4,3,6,0,1,0,0,17,25,0,8,1,0,0,0
C.M. ASCOPE _per_2015-03,348,351,19,0,3,2,202,202,6,351,992,0,20,0,0,620,28,417,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,163,32,0,0,95,1,1,94,100,1,293,749,656,1650,0,0,0,0,4973,1956,2,12,35,4,43,10,0,30,147,142,141,0,8,3,6,0,2,0,0,5,35,0,8,1,0,0,0
C.M. ASCOPE _per_2015-04,212,212,15,0,3,2,192,192,6,212,920,0,20,0,0,600,23,361,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,162,62,0,0,52,1,1,76,88,1,224,554,859,1788,0,0,0,0,4514,1893,2,24,41,15,80,8,0,5,211,109,128,0,8,2,6,0,2,0,0,0,47,0,8,1,0,0,0
C.M. ASCOPE _per_2015-05,190,193,15,0,3,2,197,197,6,193,951,0,20,0,0,620,26,734,523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,105,209,52,0,0,69,1,1,92,100,1,263,690,872,1843,0,0,0,0,4718,1955,3,20,15,16,39,2,0,32,170,98,91,0,7,3,5,0,2,0,9,11,21,0,8,1,0,0,0
C.M. ASCOPE _per_2015-06,157,162,22,0,3,2,193,193,6,162,1011,0,20,0,0,600,28,499,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,252,57,0,0,65,1,1,82,88,1,239,606,906,1805,0,0,0,0,5086,2140,1,0,0,11,63,8,0,20,164,104,150,0,9,5,4,0,2,0,14,6,24,0,8,1,0,0,0
C.M. ASCOPE _per_2015-07,120,123,17,0,3,2,193,193,7,123,929,0,20,0,0,620,29,651,425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,59,167,48,0,0,52,1,1,68,70,1,192,509,824,1737,0,0,0,0,4679,1999,3,40,5,7,38,5,0,27,162,84,111,0,5,3,5,0,2,0,18,6,20,0,8,1,0,0,0
C.M. ASCOPE _per_2015-08,94,95,16,0,3,2,182,186,7,95,873,0,20,0,0,620,16,304,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,127,49,0,0,23,1,1,32,32,1,89,234,640,1633,0,0,0,0,4198,1915,4,36,8,2,20,9,0,27,162,88,136,0,7,4,4,0,2,0,4,10,32,0,8,1,0,0,0
C.M. ASCOPE _per_2015-09,103,105,20,0,3,2,205,218,7,105,951,0,20,0,0,600,19,338,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,171,51,0,0,59,1,1,81,88,1,244,617,918,1816,0,0,0,0,4745,1986,3,42,29,15,36,0,0,26,217,115,164,0,9,4,3,0,2,0,16,11,22,0,8,1,0,0,0
C.M. ASCOPE _per_2015-10,306,308,39,0,3,2,239,248,7,308,1195,0,20,0,0,620,25,623,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,169,30,0,0,39,1,1,72,84,1,210,540,991,2042,0,0,0,0,4784,2027,1,31,151,4,29,11,0,0,225,116,151,0,8,4,8,0,4,0,20,10,21,0,8,1,0,0,0
C.M. ASCOPE _per_2015-11,276,276,26,0,3,2,210,229,7,276,1155,0,20,0,0,600,27,421,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,159,28,0,0,59,1,1,80,84,1,229,587,443,1224,0,0,0,0,4565,1848,0,48,90,0,35,37,0,20,218,93,204,0,7,4,11,0,3,0,27,6,36,0,8,1,0,0,0
C.M. ASCOPE _per_2015-12,113,116,19,0,3,2,209,228,7,116,928,0,20,0,0,620,15,323,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,149,20,0,0,47,1,1,60,60,1,219,545,514,1315,0,0,0,0,4230,1969,0,45,35,0,11,12,0,17,201,73,79,0,6,3,10,0,2,0,4,6,12,0,8,1,0,0,0
C.M. ASCOPE _per_2015-TOTAL,3194,3220,246,0,3,2,2400,2481,7,3220,11713,0,20,0,0,7300,283,5634,5669,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,0,895,2010,542,0,0,866,1,1,909,966,1,2818,7112,9038,20339,0,0,0,0,55450,23352,20,338,441,84,469,119,0,309,2181,1214,1619,0,80,41,74,0,25,0,125,93,315,0,96,12,0,0,0
C.M. AYAVIRI _per_2015-01,1196,1196,62,0,4,2,300,300,3,1196,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,354,1,2,176,192,2,529,1355,2745,2788,0,0,0,0,2900,2517,6,48,443,19,135,9,0,511,1273,475,254,0,3,7,4,0,5,4,4,0,3,0,4,1,3,2,0
C.M. AYAVIRI _per_2015-02,973,973,91,0,4,2,356,400,3,973,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,281,1,2,180,200,2,544,1383,2646,2668,0,0,0,0,3289,2908,5,131,429,21,121,13,0,483,1379,410,262,0,3,7,3,0,6,4,3,0,4,0,4,1,3,3,0
C.M. AYAVIRI _per_2015-03,594,594,78,0,4,2,284,300,3,594,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,286,1,2,198,200,2,594,1520,2602,2614,0,0,0,0,3503,3107,6,93,304,23,131,16,0,505,1476,470,247,0,6,5,3,0,5,4,2,0,5,0,4,1,3,3,0
C.M. AYAVIRI _per_2015-04,392,392,48,0,4,2,242,302,3,392,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,202,1,2,160,190,2,475,1222,2033,2045,0,0,0,0,2821,2531,6,12,199,33,108,9,0,478,1207,424,176,0,3,7,4,0,6,4,4,2,3,0,4,1,2,2,0
C.M. AYAVIRI _per_2015-05,389,389,72,0,4,2,332,380,3,389,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4,0,293,1,2,195,195,2,586,1504,2007,2019,0,0,0,0,3231,3016,6,18,241,15,112,0,0,478,1739,445,0,0,4,8,0,0,0,4,4,1,0,0,4,0,2,2,0
C.M. AYAVIRI _per_2015-06,299,299,59,0,4,2,332,550,3,299,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,211,1,2,187,190,2,562,1423,1621,1653,0,0,0,0,3329,3049,7,0,276,14,136,0,0,244,1891,430,0,0,4,7,0,0,0,4,4,2,0,0,4,0,2,2,0
C.M. AYAVIRI _per_2015-07,271,271,71,0,4,2,312,352,3,271,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,0,219,1,2,180,184,2,542,1392,2099,2126,0,0,0,0,3193,3021,4,0,247,34,132,0,0,429,1797,0,0,0,5,0,0,0,0,4,5,0,0,0,4,0,3,3,0
C.M. AYAVIRI _per_2015-08,224,224,50,0,4,2,300,348,3,224,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,192,1,2,195,200,2,584,1467,2287,2307,0,0,0,0,2974,2699,7,49,246,32,150,12,0,391,1811,240,0,0,4,7,0,0,0,4,10,2,0,0,4,0,3,3,0
C.M. AYAVIRI _per_2015-09,213,213,50,0,4,2,306,306,3,213,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,4,192,1,2,180,200,2,542,1467,2225,2243,0,0,0,0,3311,3062,7,61,477,28,167,24,0,438,1884,240,100,0,6,7,2,0,19,4,12,2,4,0,4,0,3,3,0
C.M. AYAVIRI _per_2015-10,201,201,76,0,4,2,292,292,3,201,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,176,1,2,176,180,2,527,1343,2726,2764,0,0,0,0,3783,3342,7,90,312,50,189,12,0,0,1643,0,94,0,4,0,0,0,0,4,10,0,0,0,4,1,0,0,0
C.M. AYAVIRI _per_2015-11,226,226,65,0,4,2,357,357,3,226,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,201,1,2,180,200,2,600,1524,2887,2921,0,0,0,0,3774,3425,7,67,305,17,138,19,0,421,2072,44,243,0,4,0,2,0,8,4,8,0,3,0,4,1,3,3,0
C.M. AYAVIRI _per_2015-12,146,146,61,0,4,2,304,396,4,146,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,85,1,1,100,100,2,306,770,2058,2098,0,0,0,0,2582,2354,5,199,163,21,114,11,0,202,1480,384,256,0,4,8,0,0,12,4,8,0,2,0,4,1,1,1,0
C.M. AYAVIRI _per_2015-TOTAL,5124,5124,783,0,4,2,3717,4283,3,5124,20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,33,48,8,2692,1,2,2107,2231,2,6391,16370,27936,28246,0,0,0,0,38690,35031,73,768,3642,307,1633,125,0,4580,19652,3562,1632,0,50,63,18,0,61,48,74,9,24,0,48,7,28,27,0
C.M. CAJABAMBA _per_2015-01,446,446,33,0,1,1,107,115,1,446,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,16,0,244,1,1,115,115,1,348,889,1452,1568,0,0,0,0,1589,1169,7,0,161,42,231,4,0,281,505,263,384,0,2,1,10,0,6,0,39,8,19,0,3,2,1,10,0
C.M. CAJABAMBA _per_2015-02,531,531,42,0,1,1,178,186,2,531,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,6,0,212,1,1,125,125,1,400,1018,1926,2079,0,0,0,0,1948,1455,9,74,140,56,224,7,0,303,458,313,352,0,2,4,10,0,6,0,48,6,10,0,3,2,1,8,0
C.M. CAJABAMBA _per_2015-03,458,458,59,0,1,1,196,200,2,458,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,7,0,174,1,1,120,125,1,369,945,1590,1701,36,36,68,68,2105,1678,8,32,189,45,206,13,0,340,441,323,490,0,2,4,15,0,6,0,19,6,15,0,3,2,1,8,0
C.M. CAJABAMBA _per_2015-04,333,333,44,0,1,1,187,191,2,333,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1,8,0,154,1,1,95,105,1,291,743,1779,1921,78,61,156,122,2269,1588,5,21,137,43,190,1,0,119,443,241,450,0,2,7,10,0,8,0,23,7,17,0,3,2,0,8,0
C.M. CAJABAMBA _per_2015-05,222,222,46,0,1,1,135,140,1,222,767,0,1,0,0,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,10,14,1,7,0,0,1,1,0,0,0,0,0,1089,1221,13,12,26,24,1613,1242,4,74,35,48,238,6,0,321,415,335,401,0,3,2,15,0,8,0,21,14,20,0,3,2,0,14,0
C.M. CAJABAMBA _per_2015-06,271,271,55,0,1,1,188,196,2,271,1011,0,1,0,0,30,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,9,12,1,8,0,216,1,1,120,120,1,392,1000,1575,1585,39,37,80,76,1930,1507,8,0,37,53,263,8,0,381,551,384,488,0,3,5,15,0,8,0,32,12,24,0,3,2,0,24,0
C.M. CAJABAMBA _per_2015-07,181,181,49,0,1,1,138,138,1,181,845,0,1,0,0,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,16,0,7,0,172,1,1,115,115,1,374,953,1245,1251,35,34,70,68,1611,1215,5,62,11,42,223,4,0,375,455,286,459,0,2,11,27,0,4,0,17,6,30,0,3,2,1,24,0
C.M. CAJABAMBA _per_2015-08,192,192,64,0,1,1,125,125,1,192,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,9,0,136,1,1,125,125,1,378,967,1859,1945,28,27,56,54,1767,1311,6,35,38,38,203,11,0,402,428,337,581,0,8,4,16,0,7,0,21,8,30,0,3,2,1,22,0
C.M. CAJABAMBA _per_2015-09,163,163,43,0,1,1,130,130,1,163,1045,0,1,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6,11,0,5,0,135,1,1,125,125,1,395,1005,1471,1703,67,64,130,124,1795,1156,10,46,7,56,214,3,0,416,564,337,536,0,0,4,22,0,3,0,23,8,31,0,3,2,2,16,0
C.M. CAJABAMBA _per_2015-10,184,184,73,0,1,1,162,168,1,184,883,0,1,0,0,31,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,11,16,0,19,0,140,1,1,125,125,1,403,1030,1446,1684,38,35,74,68,1776,1241,7,86,36,46,247,12,0,369,578,305,578,0,0,8,13,0,6,0,54,4,35,0,3,2,1,5,0
C.M. CAJABAMBA _per_2015-11,153,153,74,0,1,1,192,200,2,153,1019,0,1,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,10,9,0,5,0,119,1,1,115,125,1,361,926,1556,1767,38,37,76,74,1963,1519,9,124,34,42,242,10,0,346,485,300,574,0,0,6,15,0,4,0,16,2,20,0,3,2,0,8,0
C.M. CAJABAMBA _per_2015-12,119,119,33,0,1,1,170,188,2,119,909,0,1,0,0,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,10,20,0,5,0,93,1,1,115,115,1,377,970,1462,1937,46,46,92,92,1964,1338,9,101,40,20,189,4,0,342,385,294,517,0,0,5,10,0,4,0,18,6,21,0,3,2,1,11,0
C.M. CAJABAMBA _per_2015-TOTAL,3253,3253,615,0,1,1,1908,1977,2,3253,11106,0,1,0,0,214,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,10,0,93,169,7,102,0,1795,1,1,1295,1320,1,4088,10446,18450,20362,418,389,828,770,22330,16419,87,655,865,531,2670,83,0,3995,5708,3718,5810,0,24,61,178,0,70,0,331,87,272,0,36,24,9,158,0
C.M. CALCA _per_2015-01,770,772,34,0,2,1,204,204,2,772,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,3,0,0,118,1,1,48,52,1,130,310,1514,2207,0,0,0,0,2314,1925,3,39,96,18,92,15,0,0,319,0,206,0,2,0,1,0,1,0,2,0,1,0,2,1,0,0,0
C.M. CALCA _per_2015-02,535,537,45,0,2,1,157,182,2,537,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,182,1,1,96,96,1,304,760,1408,2191,0,0,0,0,2216,1871,3,49,91,18,83,14,0,58,328,0,179,0,2,0,1,0,2,0,3,0,0,0,2,1,0,0,0
