,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,PACIENTE DIA <=24 HORAS,PACIENTE DIA > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MAMOGRAFIAS PREVENTIVAS 40 A 65 (RESULTA,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
P.M. CABANA _per_2014-05,37,37,4,0,1,1,25,25,1,37,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,214,1,0,0,25,0,25,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-06,33,33,9,0,1,1,29,29,1,33,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,247,0,0,0,0,0,13,0,0,13,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-07,63,65,22,0,1,1,37,37,1,63,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,343,0,0,8,0,0,10,0,0,160,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-08,66,66,29,0,1,1,40,40,1,66,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,380,380,1,0,7,6,0,6,0,0,138,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-09,45,45,30,0,1,1,31,31,1,45,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,295,284,1,4,0,29,0,13,0,0,129,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-10,39,39,26,0,1,1,36,36,1,39,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,316,312,2,4,18,15,0,10,0,0,170,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-11,56,56,53,0,1,1,37,37,1,56,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,294,285,4,15,30,36,2,15,0,0,156,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-12,37,37,30,0,1,1,25,25,1,37,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,236,230,0,2,3,3,1,6,0,0,155,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0
P.M. CABANA _per_2014-TOTAL,693,710,291,0,1,1,380,380,1,693,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,18,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,3190,3129,10,25,76,263,9,125,0,0,1382,0,0,0,27,0,0,0,0,0,31,0,0,0,12,0,0,0,0
P.M. CANCHAQUE _per_2014-01,210,210,5,0,1,1,50,50,1,210,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,25,25,1,85,229,0,0,0,0,0,0,609,345,2,1,7,210,2,22,0,0,281,0,46,0,2,0,2,0,0,0,8,0,2,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-02,156,156,24,0,1,1,50,50,1,156,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,1,25,25,1,81,214,0,0,0,0,0,0,513,331,1,1,0,156,2,17,0,0,251,0,71,0,0,0,3,0,0,0,2,0,2,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-03,91,91,10,0,1,1,50,50,1,91,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,25,25,1,80,207,0,0,0,0,0,0,694,491,1,0,0,91,1,26,0,0,259,0,76,0,1,0,2,0,0,0,4,0,2,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-04,69,69,7,0,1,1,50,50,1,69,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,25,25,1,75,190,0,0,0,0,0,0,613,373,1,0,12,69,1,23,0,0,183,0,71,0,0,0,2,0,0,0,4,0,0,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-05,63,63,7,0,1,1,50,50,1,63,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,25,25,1,76,202,0,0,0,0,0,0,565,353,1,0,11,63,2,19,0,0,198,0,36,0,2,0,1,0,0,0,6,0,2,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-06,48,48,7,0,1,1,50,50,1,48,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,25,25,1,75,190,0,0,0,0,0,0,630,363,1,0,16,48,2,21,0,0,231,0,71,0,0,0,3,0,0,0,4,0,1,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-07,63,63,8,0,1,1,50,50,1,63,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,24,24,1,74,194,0,0,0,0,0,0,527,346,1,0,25,63,1,16,0,0,206,0,71,0,1,0,0,0,0,0,3,0,2,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-08,67,67,17,0,1,1,44,44,1,67,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,21,21,1,66,165,0,0,0,0,0,0,658,351,0,12,12,67,1,14,0,0,211,0,71,0,3,0,2,0,0,0,2,0,3,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-09,32,32,17,0,1,1,50,50,1,32,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,25,25,1,75,189,0,0,0,0,0,0,642,356,1,8,9,32,1,19,0,0,175,0,67,0,2,0,2,0,0,0,0,0,4,0,1,1,0,0,0
P.M. CANCHAQUE _per_2014-10,28,28,8,0,1,1,50,50,1,28,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,25,25,1,75,188,0,0,0,0,0,0,607,309,0,5,9,28,2,3,0,0,0,0,58,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0
P.M. CANCHAQUE _per_2014-11,19,19,13,0,1,1,50,50,1,19,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,25,25,1,77,198,0,0,0,0,0,0,639,417,0,3,18,19,0,0,0,0,0,0,55,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0
P.M. CANCHAQUE _per_2014-12,26,26,17,0,1,1,40,40,1,26,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,25,25,1,75,197,0,0,0,0,0,0,566,264,0,3,7,26,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
P.M. CANCHAQUE _per_2014-TOTAL,872,872,140,0,1,1,584,584,1,872,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1,1,295,295,1,914,2363,0,0,0,0,0,0,7263,4299,9,33,126,872,15,180,0,0,1995,0,759,0,11,0,24,0,0,0,33,0,25,0,9,12,0,0,0
P.M. CANGALLO _per_2014-01,287,287,17,0,2,1,79,80,1,287,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1,1,82,85,1,245,700,0,0,0,0,0,0,862,837,0,4,25,46,8,32,0,0,0,0,42,0,0,0,6,0,8,0,0,0,6,0,0,1,0,0,0
P.M. CANGALLO _per_2014-02,230,230,21,0,2,1,56,58,1,230,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1,1,84,85,1,252,668,0,0,0,0,0,0,684,359,0,3,15,19,0,0,0,0,0,0,81,0,0,0,5,0,3,0,0,0,12,0,0,1,0,0,0
P.M. CANGALLO _per_2014-03,191,191,15,0,2,1,45,48,1,191,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1,1,66,70,1,194,689,0,0,0,0,0,0,545,346,0,4,16,17,0,0,0,0,0,0,236,0,0,0,6,0,2,0,0,0,2,0,0,1,0,0,0
P.M. CANGALLO _per_2014-04,176,176,176,0,2,1,56,57,1,176,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,75,80,1,220,814,0,0,0,0,0,0,948,588,0,0,6,30,0,0,0,0,0,0,113,0,0,0,48,0,2,0,0,0,6,0,0,1,0,0,0
P.M. CANGALLO _per_2014-05,142,142,142,0,2,1,94,102,2,142,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1,72,84,1,220,847,0,0,0,0,0,0,314,200,0,12,14,23,0,0,0,0,0,0,234,0,0,0,3,0,4,0,0,0,13,0,0,1,0,0,0
P.M. CANGALLO _per_2014-06,177,177,177,0,2,1,92,92,1,177,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,60,70,1,189,520,0,0,0,0,0,0,440,309,0,9,12,32,0,0,0,0,0,0,282,0,0,0,5,0,2,0,0,0,18,0,0,1,0,0,0
P.M. CANGALLO _per_2014-07,112,112,112,0,2,1,72,80,1,112,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,1,72,88,1,206,697,0,0,0,0,0,0,382,298,0,0,11,16,0,0,0,0,0,0,180,0,0,0,6,0,2,0,0,0,12,0,0,1,0,0,0
P.M. CANGALLO _per_2014-08,133,133,133,0,2,1,80,84,1,133,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,1,79,92,1,213,319,0,0,0,0,0,0,422,310,0,8,8,17,0,0,0,0,0,0,219,0,0,0,15,0,6,0,0,0,10,0,0,1,0,0,0
P.M. CANGALLO _per_2014-09,74,74,74,0,2,1,80,80,1,74,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1,71,76,1,181,398,0,0,0,0,0,0,501,345,0,0,14,10,0,0,0,0,0,0,213,0,0,0,16,0,8,0,0,0,21,0,0,1,0,0,0
P.M. CANGALLO _per_2014-10,80,80,80,0,2,1,78,82,1,80,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,79,88,1,149,335,0,0,0,0,0,0,447,312,0,0,18,16,0,0,0,0,0,0,152,0,0,0,14,0,6,0,0,0,15,0,0,1,0,0,0
P.M. CANGALLO _per_2014-11,121,121,121,0,2,1,85,88,1,121,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,67,76,1,193,506,0,0,0,0,0,0,582,420,0,7,24,42,0,0,0,0,0,0,101,0,0,0,24,0,12,0,0,0,10,0,0,1,0,0,0
P.M. CANGALLO _per_2014-12,27,27,27,0,2,1,68,80,1,27,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,91,138,1,161,448,0,0,0,0,0,0,508,340,0,0,14,13,0,0,0,0,0,0,111,0,0,0,15,0,2,0,0,0,4,0,0,1,0,0,0
P.M. CANGALLO _per_2014-TOTAL,1750,1750,1095,0,2,1,885,931,1,1750,4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,1,1,898,1032,1,2423,6941,0,0,0,0,0,0,6635,4664,0,47,177,281,8,32,0,0,0,0,1964,0,0,0,163,0,57,0,0,0,129,0,0,12,0,0,0
P.M. CARAVELI _per_2014-01,149,149,23,0,1,1,40,50,1,149,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,360,0,2,3,36,0,11,0,0,246,0,12,0,8,0,0,0,3,0,8,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-02,64,64,18,0,1,1,27,27,1,64,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,1,1,24,24,1,70,111,0,0,0,0,0,0,399,274,0,3,2,23,0,5,0,0,186,0,13,0,10,0,0,0,0,1,14,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-03,53,53,22,0,1,1,36,38,1,53,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,1,1,12,12,1,55,78,0,0,0,0,0,0,303,174,0,3,6,38,3,9,0,0,245,0,12,0,17,0,0,0,1,0,20,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-04,34,34,16,0,1,1,34,36,1,34,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,1,1,12,12,1,37,50,0,0,0,0,0,0,618,340,0,2,4,13,0,6,0,0,175,0,14,0,9,0,0,0,1,0,19,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-05,19,19,8,0,1,1,42,48,1,19,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,12,12,1,36,54,0,0,0,0,0,0,506,385,0,0,3,23,0,8,0,0,256,0,14,0,8,0,0,0,3,0,3,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-06,18,18,14,0,1,1,36,36,1,18,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,1,15,16,1,46,65,0,0,0,0,0,0,325,215,2,0,3,26,3,9,0,0,228,0,13,0,8,0,0,0,4,0,6,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-07,33,33,20,0,1,1,38,40,1,33,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,8,8,1,25,53,0,0,0,0,0,0,474,326,0,0,8,19,0,9,0,0,280,0,19,0,12,0,0,0,4,0,7,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-08,20,20,7,0,1,1,40,40,1,20,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,8,8,1,25,35,0,0,0,0,0,0,345,284,0,0,8,19,2,9,0,0,296,0,16,0,5,0,0,0,4,0,5,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-09,3,3,1,0,1,1,40,42,1,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,4,1,13,18,0,0,0,0,0,0,548,419,1,0,1,10,1,11,0,0,311,0,17,0,6,0,0,0,8,0,5,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-10,16,16,6,0,1,1,46,50,1,16,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,416,0,0,4,6,1,8,0,0,380,0,30,0,2,0,0,0,6,0,2,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-11,8,8,3,0,1,1,46,50,1,8,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,330,1,2,13,10,3,11,0,0,454,0,18,0,4,0,0,0,6,0,2,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-12,8,8,4,0,1,1,36,40,1,8,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,7,7,1,21,24,0,0,0,0,0,0,485,316,0,1,4,9,2,13,0,0,312,0,3,0,8,0,0,0,0,0,11,0,0,0,1,0,0,0,0
P.M. CARAVELI _per_2014-TOTAL,425,425,142,0,1,1,461,497,1,425,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,120,1,1,102,103,1,328,488,0,0,0,0,0,0,5589,3839,4,13,59,232,15,109,0,0,3369,0,181,0,97,0,0,0,40,1,102,0,0,0,12,0,0,0,0
P.M. CARTAVIO _per_2014-01,684,684,72,0,2,2,150,150,2,684,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,1,81,81,1,245,684,0,0,0,0,0,0,1711,1457,5,10,39,146,11,145,0,0,526,0,120,0,3,0,4,0,0,0,12,0,2,0,2,1,0,0,0
P.M. CARTAVIO _per_2014-02,539,539,92,0,2,2,172,172,2,539,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,1,80,80,1,251,761,0,0,0,0,0,0,1705,1463,2,8,0,193,12,141,0,0,602,0,220,0,2,0,5,0,0,0,4,0,3,0,2,1,0,0,0
P.M. CARTAVIO _per_2014-03,324,324,47,0,1,2,104,104,1,324,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,1,79,84,1,235,653,0,0,0,0,0,0,1006,791,6,10,50,97,7,116,0,0,616,0,146,0,9,0,2,0,0,0,50,0,3,0,2,1,0,0,0
P.M. CARTAVIO _per_2014-04,369,369,75,0,2,2,176,176,2,369,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,1,68,72,1,203,588,0,0,0,0,0,0,1679,1483,5,3,36,182,10,121,0,0,552,0,156,0,5,0,0,0,0,0,12,0,1,0,2,1,0,0,0
P.M. CARTAVIO _per_2014-05,295,295,80,0,2,2,180,180,2,295,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,42,48,1,83,363,0,0,0,0,0,0,1609,1386,5,8,33,167,3,95,0,0,546,0,57,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-06,184,184,38,0,2,2,120,120,1,184,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,1,56,56,1,182,502,0,0,0,0,0,0,1529,1415,6,5,18,89,2,81,0,0,451,0,66,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-07,209,209,67,0,2,2,156,156,2,209,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,56,56,1,177,429,0,0,0,0,0,0,1814,1529,5,3,20,150,3,97,0,0,415,0,72,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-08,235,235,82,0,2,2,172,172,2,235,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,60,60,1,192,436,0,0,0,0,0,0,1756,1577,7,3,12,215,4,118,0,0,450,0,76,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-09,222,222,75,0,2,2,180,180,2,222,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,36,36,1,116,250,0,0,0,0,0,0,1723,1538,7,0,53,175,6,136,0,0,615,0,54,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-10,192,192,43,0,2,2,176,176,2,192,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1,60,60,1,185,492,0,0,0,0,0,0,1748,1581,5,12,14,193,17,144,0,0,634,0,71,0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-11,149,149,62,0,2,2,176,176,2,149,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,36,36,1,108,243,0,0,0,0,0,0,1793,1545,7,9,19,149,2,118,0,0,563,0,70,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-12,108,108,52,0,2,2,160,160,2,108,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,44,48,1,132,275,0,0,0,0,0,0,1489,1348,0,8,7,109,1,27,0,0,305,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P.M. CARTAVIO _per_2014-TOTAL,3510,3510,785,0,2,2,1922,1922,2,3510,9878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,1,1,698,717,1,2109,5676,0,0,0,0,0,0,19562,17113,60,79,301,1865,78,1339,0,0,6275,0,1184,0,31,0,11,0,0,0,113,0,9,0,16,4,0,0,0
P.M. CASTROVIRREYNA _per_2014-01,434,434,51,0,2,1,100,100,1,434,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,0,251,1,2,100,100,1,291,728,379,416,0,0,0,0,998,890,1,8,12,43,15,29,0,0,524,0,344,0,32,0,2,0,7,0,13,0,7,0,1,1,0,0,0
P.M. CASTROVIRREYNA _per_2014-02,286,286,73,0,2,1,100,100,1,286,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,221,1,2,100,100,1,319,798,264,283,0,0,0,0,605,523,2,7,14,17,26,19,0,0,520,0,355,0,28,0,2,0,5,0,10,0,5,0,1,1,0,0,0
